FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY
1998,9.985,skull,phantom4,Measured,301.468,318.789,154.226,-4.1,5.6,2.8,6.696
1998,9.985,catheter,tip1,Measured,172.826,157.569,317.306,11.6,44.5,47.8,66.198
1998,9.985,catheter,tip2,Measured,169.428,140.73,374.185,15.5,75.4,46.0,92.616
1998,9.985,catheter,tip3,Virtual,188.776,329.832,146.798,-8.4,-27.8,-31.8,48.459
1998,9.985,catheter,tip4,Measured,138.843,176.525,332.045,13.8,52.9,46.9,69.477
1999,9.99,skull,phantom1,Measured,338.05,351.952,182.804,-4.6,4.8,2.3,7.03
1999,9.99,skull,phantom2,Measured,301.634,412.319,148.919,-2.2,4.0,0.8,5.837
1999,9.99,skull,phantom3,Measured,351.429,346.627,90.899,-2.1,3.2,2.2,4.346
1999,9.99,skull,phantom4,Measured,301.45,318.813,154.228,-3.5,4.5,1.9,6.1
1999,9.99,catheter,tip1,Measured,172.795,157.851,317.577,12.1,48.0,44.7,66.243
1999,9.99,catheter,tip2,Measured,169.494,141.12,374.368,19.1,76.6,56.4,91.864
1999,9.99,catheter,tip3,Virtual,188.591,329.843,146.722,-17.9,-40.4,-45.4,49.945
1999,9.99,catheter,tip4,Measured,138.908,176.802,332.266,11.7,53.2,39.0,67.143
2000,9.995,skull,phantom1,Measured,338.019,351.979,182.819,-2.4,6.5,0.9,6.244
2000,9.995,skull,phantom2,Measured,301.626,412.35,148.903,-2.1,5.3,-3.2,4.7
2000,9.995,skull,phantom3,Measured,351.428,346.637,90.91,-0.2,2.5,2.4,3.638
2000,9.995,skull,phantom4,Measured,301.433,318.834,154.245,-2.3,4.1,1.0,4.726
2000,9.995,catheter,tip1,Measured,172.947,158.049,317.753,14.5,48.4,42.0,65.333
2000,9.995,catheter,tip2,Measured,169.619,141.496,374.749,20.0,72.1,48.0,87.727
2000,9.995,catheter,tip3,Virtual,188.597,329.428,146.344,-23.4,-19.4,-31.0,40.984
2000,9.995,catheter,tip4,Measured,138.96,177.057,332.435,9.8,51.0,34.6,62.981
2001,10.0,skull,phantom1,Measured,338.026,352.017,182.813,0.1,4.6,1.0,5.132
2001,10.0,skull,phantom2,Measured,301.613,412.372,148.887,-0.9,2.6,-1.0,3.661
2001,10.0,skull,phantom3,Measured,351.427,346.652,90.923,-0.6,2.5,1.6,2.834
2001,10.0,skull,phantom4,Measured,301.427,318.854,154.238,-1.1,3.1,0.7,4.136
2001,10.0,catheter,tip1,Measured,172.94,158.335,317.997,16.1,42.7,44.3,62.459
2001,10.0,catheter,tip2,Measured,169.694,141.841,374.848,13.5,67.7,34.7,82.887
2001,10.0,catheter,tip3,Virtual,188.357,329.649,146.412,-6.0,-5.2,-14.1,36.812
2001,10.0,catheter,tip4,Measured,139.006,177.312,332.612,10.5,45.7,36.7,58.802
2002,10.005,skull,phantom1,Measured,338.02,352.025,182.829,-0.8,2.7,2.4,3.606
2002,10.005,skull,phantom2,Measured,301.617,412.376,148.893,-0.3,1.4,-0.5,1.894
2002,10.005,skull,phantom3,Measured,351.422,346.662,90.926,-1.2,1.6,0.1,2.268
2002,10.005,skull,phantom4,Measured,301.422,318.865,154.252,-0.4,4.2,0.4,3.584
2002,10.005,catheter,tip1,Measured,173.108,158.476,318.196,20.5,37.1,39.7,59.183
2002,10.005,catheter,tip2,Measured,169.754,142.173,375.096,11.9,65.3,49.0,78.28
2002,10.005,catheter,tip3,Virtual,188.537,329.376,146.203,10.0,-37.0,-33.4,32.875
2002,10.005,catheter,tip4,Measured,139.065,177.514,332.802,10.2,41.3,34.0,54.527
2003,10.01,skull,phantom1,Measured,338.018,352.044,182.837,-0.2,2.4,-0.1,2.444
2003,10.01,skull,phantom2,Measured,301.61,412.386,148.882,0.4,1.1,0.4,1.881
2003,10.01,skull,phantom3,Measured,351.415,346.668,90.924,-0.5,1.5,-0.8,1.573
2003,10.01,skull,phantom4,Measured,301.423,318.896,154.242,0.4,3.1,0.4,3.54
2003,10.01,catheter,tip1,Measured,173.145,158.706,318.394,7.4,43.4,34.4,53.777
2003,10.01,catheter,tip2,Measured,169.813,142.494,375.338,10.2,60.9,42.7,73.525
2003,10.01,catheter,tip3,Virtual,188.457,329.279,146.078,-15.1,-15.4,-23.1,32.154
2003,10.01,catheter,tip4,Measured,139.108,177.725,332.952,8.2,39.8,28.4,50.777
2004,10.015,skull,phantom1,Measured,338.018,352.049,182.828,-0.2,0.9,-0.8,1.692
2004,10.015,skull,phantom2,Measured,301.621,412.387,148.897,-0.9,2.7,-0.5,2.354
2004,10.015,skull,phantom3,Measured,351.417,346.677,90.918,0.6,0.2,-0.7,1.424
2004,10.015,skull,phantom4,Measured,301.426,318.896,154.256,-1.1,2.9,-0.9,2.65
2004,10.015,catheter,tip1,Measured,173.182,158.91,318.54,7.3,38.8,26.2,50.13
2004,10.015,catheter,tip2,Measured,169.856,142.782,375.523,7.0,52.7,33.8,63.944
2004,10.015,catheter,tip3,Virtual,188.386,329.222,145.972,-3.8,-2.8,-13.2,21.68
2004,10.015,catheter,tip4,Measured,139.147,177.912,333.086,5.7,40.3,26.0,47.11
2005,10.02,skull,phantom1,Measured,338.016,352.053,182.829,-0.8,1.2,0.1,1.145
2005,10.02,skull,phantom2,Measured,301.601,412.413,148.877,-1.0,1.9,-2.0,2.754
2005,10.02,skull,phantom3,Measured,351.421,346.67,90.917,-0.3,-1.3,0.8,1.339
2005,10.02,skull,phantom4,Measured,301.412,318.925,154.233,-0.2,1.1,-1.1,2.031
2005,10.02,catheter,tip1,Measured,173.218,159.094,318.656,5.6,39.5,25.1,45.223
2005,10.02,catheter,tip2,Measured,169.883,143.021,375.676,3.5,46.0,27.6,59.164
2005,10.02,catheter,tip3,Virtual,188.419,329.251,145.946,2.3,18.7,4.7,25.665
2005,10.02,catheter,tip4,Measured,139.165,178.128,333.212,3.1,38.3,20.3,45.817
2006,10.025,skull,phantom1,Measured,338.01,352.061,182.829,-0.5,-0.3,0.5,1.26
2006,10.025,skull,phantom2,Measured,301.611,412.406,148.877,1.3,-1.6,1.3,2.315
2006,10.025,skull,phantom3,Measured,351.414,346.664,90.926,-1.0,-0.7,0.9,1.149
2006,10.025,skull,phantom4,Measured,301.424,318.907,154.245,0.2,-0.8,1.0,1.976
2006,10.025,catheter,tip1,Measured,173.238,159.305,318.791,2.8,34.6,22.1,39.605
2006,10.025,catheter,tip2,Measured,169.891,143.242,375.799,8.2,31.3,51.4,52.366
2006,10.025,catheter,tip3,Virtual,188.409,329.409,146.019,40.4,-12.1,-10.9,24.645
2006,10.025,catheter,tip4,Measured,139.178,178.295,333.289,1.4,45.4,5.0,41.876
2007,10.03,skull,phantom1,Measured,338.011,352.05,182.834,-0.1,-1.2,1.0,1.427
2007,10.03,skull,phantom2,Measured,301.614,412.397,148.89,-0.2,-1.2,1.0,2.141
2007,10.03,skull,phantom3,Measured,351.411,346.663,90.926,-0.3,-0.2,0.1,0.965
2007,10.03,skull,phantom4,Measured,301.414,318.917,154.243,-1.7,-1.9,1.7,3.098
2007,10.03,catheter,tip1,Measured,173.246,159.44,318.877,-2.9,25.9,15.9,32.532
2007,10.03,catheter,tip2,Measured,169.965,143.334,376.19,-1.7,30.4,29.8,46.314
2007,10.03,catheter,tip3,Virtual,188.823,329.13,145.837,8.8,-3.0,-5.8,33.824
2007,10.03,catheter,tip4,Measured,139.179,178.582,333.262,-2.9,32.6,16.1,36.677
2008,10.035,skull,phantom1,Measured,338.009,352.049,182.839,-1.9,0.3,0.3,2.152
2008,10.035,skull,phantom2,Measured,301.609,412.394,148.887,-2.4,0.1,0.2,2.359
2008,10.035,skull,phantom3,Measured,351.411,346.662,90.927,-0.9,-0.4,0.2,1.065
2008,10.035,skull,phantom4,Measured,301.407,318.888,154.262,-0.7,-4.0,2.8,3.397
2008,10.035,catheter,tip1,Measured,173.209,159.564,318.95,-8.1,23.9,5.9,25.544
2008,10.035,catheter,tip2,Measured,169.874,143.546,376.097,-11.5,33.6,-2.5,34.82
2008,10.035,catheter,tip3,Virtual,188.497,329.379,145.961,-38.6,26.1,5.8,22.907
2008,10.035,catheter,tip4,Measured,139.149,178.621,333.45,-4.7,15.6,22.6,30.18
2009,10.04,skull,phantom1,Measured,337.992,352.053,182.837,-2.1,-1.9,0.8,2.599
2009,10.04,skull,phantom2,Measured,301.59,412.398,148.892,-1.7,-1.5,2.1,2.748
2009,10.04,skull,phantom3,Measured,351.402,346.659,90.928,-1.7,-0.5,-0.4,1.622
2009,10.04,skull,phantom4,Measured,301.407,318.877,154.271,-0.9,-2.0,-0.1,2.92
2009,10.04,catheter,tip1,Measured,173.165,159.679,318.936,-7.8,18.5,2.1,21.918
2009,10.04,catheter,tip2,Measured,169.85,143.67,376.165,-8.8,21.9,11.5,28.498
2009,10.04,catheter,tip3,Virtual,188.437,329.391,145.895,8.4,3.2,-6.0,43.201
2009,10.04,catheter,tip4,Measured,139.132,178.738,333.488,-4.8,24.1,9.1,29.545
2010,10.045,skull,phantom1,Measured,337.988,352.03,182.847,0.2,-2.1,2.0,2.531
2010,10.045,skull,phantom2,Measured,301.592,412.379,148.908,-1.0,-2.2,1.3,2.814
2010,10.045,skull,phantom3,Measured,351.394,346.657,90.923,-0.9,-1.6,0.9,2.086
2010,10.045,skull,phantom4,Measured,301.398,318.868,154.261,-1.6,-0.3,0.1,1.991
2010,10.045,catheter,tip1,Measured,173.131,159.749,318.971,-7.7,14.5,10.8,19.953
2010,10.045,catheter,tip2,Measured,169.786,143.765,376.212,-10.9,10.6,18.1,23.6
2010,10.045,catheter,tip3,Virtual,188.581,329.411,145.901,71.7,1.2,4.3,37.249
2010,10.045,catheter,tip4,Measured,139.101,178.862,333.541,-5.6,34.0,-2.8,27.515
2011,10.05,skull,phantom1,Measured,337.994,352.032,182.857,-1.2,-1.2,0.4,3.057
2011,10.05,skull,phantom2,Measured,301.58,412.376,148.905,-1.4,-2.2,0.0,2.604
2011,10.05,skull,phantom3,Measured,351.393,346.643,90.937,0.5,-1.5,1.8,1.903
2011,10.05,skull,phantom4,Measured,301.391,318.874,154.272,-0.4,-1.8,1.1,2.263
2011,10.05,catheter,tip1,Measured,173.088,159.824,319.044,-9.1,14.9,9.8,19.422
2011,10.05,catheter,tip2,Measured,169.741,143.776,376.346,-12.4,16.3,4.2,23.122
2011,10.05,catheter,tip3,Virtual,189.154,329.403,145.938,25.8,11.9,6.3,48.637
2011,10.05,catheter,tip4,Measured,139.076,179.078,333.46,-5.5,20.7,3.9,24.506
2012,10.055,skull,phantom1,Measured,337.976,352.018,182.851,-2.1,-3.9,-0.9,3.141
2012,10.055,skull,phantom2,Measured,301.578,412.357,148.908,-0.6,-2.0,1.3,2.294
2012,10.055,skull,phantom3,Measured,351.399,346.642,90.941,-1.1,-0.6,-0.2,2.168
2012,10.055,skull,phantom4,Measured,301.394,318.85,154.272,0.1,-2.9,-0.8,2.759
2012,10.055,catheter,tip1,Measured,173.04,159.898,319.069,-9.7,15.4,3.8,18.553
2012,10.055,catheter,tip2,Measured,169.662,143.928,376.254,-13.4,19.5,-7.5,19.843
2012,10.055,catheter,tip3,Virtual,188.839,329.53,145.964,-31.5,29.3,13.1,44.238
2012,10.055,catheter,tip4,Measured,139.046,179.069,333.58,-8.3,7.2,13.2,23.432
2013,10.06,skull,phantom1,Measured,337.973,351.993,182.848,-0.1,-3.1,-0.6,3.56
2013,10.06,skull,phantom2,Measured,301.574,412.356,148.918,-0.1,-1.8,0.2,2.627
2013,10.06,skull,phantom3,Measured,351.382,346.637,90.935,-0.9,-2.6,-0.7,1.87
2013,10.06,skull,phantom4,Measured,301.392,318.845,154.264,0.2,-2.1,-2.3,3.216
2013,10.06,catheter,tip1,Measured,172.991,159.978,319.082,-6.8,15.3,3.2,17.948
2013,10.06,catheter,tip2,Measured,169.607,143.971,376.271,-8.2,3.6,10.5,18.722
2013,10.06,catheter,tip3,Virtual,188.839,329.696,146.069,50.5,24.2,17.4,44.849
2013,10.06,catheter,tip4,Measured,138.993,179.15,333.592,-8.3,29.1,-8.2,22.361
2014,10.065,skull,phantom1,Measured,337.975,351.987,182.845,1.7,-2.4,-0.6,3.462
2014,10.065,skull,phantom2,Measured,301.577,412.339,148.91,1.4,-3.1,1.2,2.984
2014,10.065,skull,phantom3,Measured,351.39,346.616,90.934,0.8,-0.9,-0.9,1.771
2014,10.065,skull,phantom4,Measured,301.396,318.829,154.249,-0.2,-0.3,-3.5,2.913
2014,10.065,catheter,tip1,Measured,172.972,160.051,319.101,-6.6,15.5,6.9,22.008
2014,10.065,catheter,tip2,Measured,169.58,143.964,376.359,-10.3,14.2,0.3,19.446
2014,10.065,catheter,tip3,Virtual,189.344,329.772,146.138,14.1,24.0,13.5,51.82
2014,10.065,catheter,tip4,Measured,138.963,179.36,333.498,-5.9,17.4,2.6,20.917
2015,10.07,skull,phantom1,Measured,337.99,351.969,182.842,1.2,-3.9,-1.1,3.664
2015,10.07,skull,phantom2,Measured,301.588,412.325,148.93,1.1,-3.0,1.5,3.169
2015,10.07,skull,phantom3,Measured,351.39,346.628,90.926,0.9,-0.3,-0.2,1.797
2015,10.07,skull,phantom4,Measured,301.39,318.842,154.229,1.3,-1.6,-0.4,3.647
2015,10.07,catheter,tip1,Measured,172.925,160.133,319.151,-14.5,25.5,9.3,23.637
2015,10.07,catheter,tip2,Measured,169.504,144.113,376.274,-12.3,23.5,-5.0,23.355
2015,10.07,catheter,tip3,Virtual,188.98,329.936,146.204,-45.0,43.1,21.4,37.46
2015,10.07,catheter,tip4,Measured,138.934,179.324,333.618,-4.6,5.0,10.9,15.419
2016,10.075,skull,phantom1,Measured,337.987,351.948,182.834,1.3,-3.2,-1.5,4.546
2016,10.075,skull,phantom2,Measured,301.588,412.309,148.925,0.9,-2.0,-0.9,2.771
2016,10.075,skull,phantom3,Measured,351.399,346.613,90.932,1.9,-2.1,-0.7,2.784
2016,10.075,skull,phantom4,Measured,301.409,318.813,154.245,2.0,-4.7,1.5,3.872
2016,10.075,catheter,tip1,Measured,172.827,160.306,319.194,-0.5,21.5,4.3,23.878
2016,10.075,catheter,tip2,Measured,169.457,144.199,376.309,-6.1,19.1,15.8,26.293
2016,10.075,catheter,tip3,Virtual,188.894,330.203,146.352,-0.2,14.7,5.1,32.642
2016,10.075,catheter,tip4,Measured,138.917,179.41,333.607,-4.3,14.0,2.5,14.522
2017,10.08,skull,phantom1,Measured,338.003,351.937,182.827,3.9,-3.5,-2.1,4.78
2017,10.08,skull,phantom2,Measured,301.597,412.305,148.921,1.0,-1.9,-1.1,3.184
2017,10.08,skull,phantom3,Measured,351.409,346.607,90.919,1.3,-2.3,-3.6,3.744
2017,10.08,skull,phantom4,Measured,301.41,318.795,154.244,1.0,-1.9,-3.6,4.714
2017,10.08,catheter,tip1,Measured,172.92,160.348,319.194,10.3,13.6,8.2,22.759
2017,10.08,catheter,tip2,Measured,169.443,144.304,376.432,-4.9,22.4,13.0,28.717
2017,10.08,catheter,tip3,Virtual,188.978,330.083,146.255,16.0,-1.1,-3.8,27.291
2017,10.08,catheter,tip4,Measured,138.891,179.464,333.643,-3.8,14.1,6.2,21.336
2018,10.085,skull,phantom1,Measured,338.026,351.913,182.813,3.0,-3.3,-2.1,5.121
2018,10.085,skull,phantom2,Measured,301.598,412.29,148.914,2.3,-4.0,-1.2,4.15
2018,10.085,skull,phantom3,Measured,351.412,346.59,90.896,1.6,-2.1,-2.8,3.484
2018,10.085,skull,phantom4,Measured,301.419,318.794,154.209,2.7,-3.3,-1.8,4.987
2018,10.085,catheter,tip1,Measured,172.93,160.442,319.276,4.1,22.1,15.7,26.481
2018,10.085,catheter,tip2,Measured,169.408,144.423,376.439,1.0,21.2,26.9,35.231
2018,10.085,catheter,tip3,Virtual,189.054,330.192,146.314,49.5,-3.4,-4.6,26.491
2018,10.085,catheter,tip4,Measured,138.879,179.551,333.669,-1.2,33.1,-3.3,24.878
2019,10.09,skull,phantom1,Measured,338.033,351.904,182.806,2.1,-3.7,-2.2,5.189
2019,10.09,skull,phantom2,Measured,301.62,412.265,148.909,3.6,-3.8,-0.6,4.126
2019,10.09,skull,phantom3,Measured,351.425,346.586,90.891,1.4,-0.6,-1.5,3.192
2019,10.09,skull,phantom4,Measured,301.437,318.762,154.226,2.9,-5.4,-0.4,5.185
2019,10.09,catheter,tip1,Measured,172.961,160.569,319.351,6.6,26.5,18.7,35.675
2019,10.09,catheter,tip2,Measured,169.453,144.516,376.701,1.9,34.7,28.7,41.521
2019,10.09,catheter,tip3,Virtual,189.473,330.049,146.209,2.0,-7.4,-10.7,46.273
2019,10.09,catheter,tip4,Measured,138.879,179.795,333.61,1.3,22.6,11.7,28.629
2020,10.095,skull,phantom1,Measured,338.047,351.876,182.791,2.7,-4.9,-1.7,5.496
2020,10.095,skull,phantom2,Measured,301.634,412.252,148.908,1.5,-1.8,0.0,3.398
2020,10.095,skull,phantom3,Measured,351.426,346.584,90.881,1.8,-2.6,-1.7,3.024
2020,10.095,skull,phantom4,Measured,301.448,318.74,154.205,2.4,-3.3,-2.5,5.18
2020,10.095,catheter,tip1,Measured,172.996,160.707,319.463,-2.0,36.7,28.5,41.667
2020,10.095,catheter,tip2,Measured,169.427,144.77,376.726,0.2,44.6,7.5,49.053
2020,10.095,catheter,tip3,Virtual,189.074,330.118,146.207,-64.3,36.6,16.6,37.738
2020,10.095,catheter,tip4,Measured,138.892,179.777,333.786,5.3,8.5,25.2,28.747
2021,10.1,skull,phantom1,Measured,338.06,351.855,182.789,2.5,-5.1,-1.4,5.565
2021,10.1,skull,phantom2,Measured,301.635,412.247,148.909,1.6,-1.7,1.1,3.419
2021,10.1,skull,phantom3,Measured,351.443,346.56,90.874,1.7,-2.7,-1.0,3.013
2021,10.1,skull,phantom4,Measured,301.461,318.729,154.201,2.3,-3.4,-2.1,4.992
2021,10.1,catheter,tip1,Measured,172.941,160.936,319.636,10.4,35.8,25.9,45.974
2021,10.1,catheter,tip2,Measured,169.455,144.962,376.776,8.8,46.1,32.1,56.089
2021,10.1,catheter,tip3,Virtual,188.83,330.415,146.375,-23.4,3.0,-5.5,43.442
2021,10.1,catheter,tip4,Measured,138.932,179.88,333.862,6.6,24.4,22.2,34.873
2022,10.105,skull,phantom1,Measured,338.072,351.825,182.777,1.2,-4.8,-0.7,4.924
2022,10.105,skull,phantom2,Measured,301.65,412.235,148.919,2.1,-4.8,1.0,4.539
2022,10.105,skull,phantom3,Measured,351.443,346.557,90.871,0.9,-1.9,-0.1,3.141
2022,10.105,skull,phantom4,Measured,301.471,318.706,154.184,1.8,-5.0,-1.7,5.079
2022,10.105,catheter,tip1,Measured,173.1,161.065,319.722,23.9,30.6,24.7,49.283
2022,10.105,catheter,tip2,Measured,169.515,145.231,377.047,13.0,52.6,38.0,64.736
2022,10.105,catheter,tip3,Virtual,188.84,330.148,146.152,-7.3,-19.7,-21.8,24.863
2022,10.105,catheter,tip4,Measured,138.958,180.021,334.008,6.5,31.8,29.5,44.086
2023,10.11,skull,phantom1,Measured,338.072,351.807,182.782,0.2,-3.9,0.4,4.955
2023,10.11,skull,phantom2,Measured,301.656,412.199,148.919,-0.1,-5.7,0.1,4.863
2023,10.11,skull,phantom3,Measured,351.452,346.541,90.873,1.8,-3.4,-1.0,9.475
2023,10.11,skull,phantom4,Measured,301.479,318.679,154.184,0.9,-4.9,-0.8,5.304
2023,10.11,catheter,tip1,Measured,173.18,161.242,319.883,14.7,40.0,37.0,50.098
2023,10.11,catheter,tip2,Measured,169.585,145.488,377.156,19.3,55.1,40.7,72.475
2023,10.11,catheter,tip3,Virtual,188.757,330.218,146.157,-18.4,-1.6,-7.9,39.349
2023,10.11,catheter,tip4,Measured,138.997,180.198,334.157,9.4,42.2,33.6,54.375
2024,10.115,skull,phantom1,Measured,338.074,351.786,182.781,1.3,-5.8,0.0,4.911
2024,10.115,skull,phantom2,Measured,301.649,412.178,148.92,0.1,-3.5,0.6,4.444
2024,10.115,skull,phantom3,Measured,351.461,346.523,90.861,-7.9,-13.8,-15.7,16.038
2024,10.115,skull,phantom4,Measured,301.48,318.657,154.176,-0.3,-5.2,-0.9,4.747
2024,10.115,catheter,tip1,Measured,173.247,161.465,320.092,11.3,34.0,31.7,51.19
2024,10.115,catheter,tip2,Measured,169.708,145.782,377.454,22.8,61.6,45.8,77.635
2024,10.115,catheter,tip3,Virtual,188.656,330.132,146.073,-17.4,-46.5,-46.0,53.764
2024,10.115,catheter,tip4,Measured,139.052,180.443,334.344,12.6,49.5,39.4,62.899
2025,10.12,skull,phantom1,Measured,338.085,351.749,182.782,1.1,-4.7,0.6,5.199
2025,10.12,skull,phantom2,Measured,301.657,412.164,148.925,0.8,-3.2,2.4,3.875
2025,10.12,skull,phantom3,Measured,351.373,346.403,90.716,-8.6,-12.8,-15.4,15.719
2025,10.12,skull,phantom4,Measured,301.476,318.627,154.175,-0.2,-3.9,0.2,4.164
2025,10.12,catheter,tip1,Measured,173.293,161.582,320.2,13.1,34.1,33.1,56.171
2025,10.12,catheter,tip2,Measured,169.813,146.104,377.614,21.9,67.8,39.9,85.266
2025,10.12,catheter,tip3,Virtual,188.583,329.753,145.697,-5.3,-51.4,-52.3,56.865
2025,10.12,catheter,tip4,Measured,139.123,180.693,334.551,14.7,54.3,40.7,68.796
2026,10.125,skull,phantom1,Measured,338.085,351.739,182.787,1.3,-4.6,-0.3,4.491
2026,10.125,skull,phantom2,Measured,301.657,412.146,148.944,0.9,-3.7,1.2,4.023
2026,10.125,skull,phantom3,Measured,351.375,346.395,90.707,0.1,-3.0,-0.3,9.223
2026,10.125,skull,phantom4,Measured,301.478,318.618,154.178,1.1,-3.1,-0.2,3.79
2026,10.125,catheter,tip1,Measured,173.378,161.806,320.423,15.7,51.1,47.3,67.162
2026,10.125,catheter,tip2,Measured,169.927,146.46,377.853,23.8,72.8,54.6,93.891
2026,10.125,catheter,tip3,Virtual,188.603,329.618,145.55,-10.5,-17.8,-20.9,56.723
2026,10.125,catheter,tip4,Measured,139.199,180.986,334.751,16.9,55.8,43.0,72.058
2027,10.13,skull,phantom1,Measured,338.098,351.703,182.779,0.9,-3.7,-0.3,3.625
2027,10.13,skull,phantom2,Measured,301.666,412.127,148.937,1.9,-3.4,-0.9,3.611
2027,10.13,skull,phantom3,Measured,351.374,346.373,90.713,0.5,-2.8,0.3,2.922
2027,10.13,skull,phantom4,Measured,301.487,318.596,154.173,1.4,-3.9,-0.4,3.248
2027,10.13,catheter,tip1,Measured,173.45,162.093,320.673,3.7,64.0,49.2,78.993
2027,10.13,catheter,tip2,Measured,170.051,146.832,378.16,27.8,76.7,67.6,102.232
2027,10.13,catheter,tip3,Virtual,188.478,329.575,145.488,-65.3,-7.0,-14.5,43.602
2027,10.13,catheter,tip4,Measured,139.292,181.251,334.981,19.2,50.7,50.8,74.684
2028,10.135,skull,phantom1,Measured,338.094,351.702,182.784,0.8,-2.0,-0.7,3.051
2028,10.135,skull,phantom2,Measured,301.676,412.112,148.935,1.8,-2.2,0.0,2.977
2028,10.135,skull,phantom3,Measured,351.38,346.367,90.71,0.9,-2.3,-1.5,2.832
2028,10.135,skull,phantom4,Measured,301.492,318.579,154.174,0.0,-2.1,-0.9,2.973
2028,10.135,catheter,tip1,Measured,173.415,162.446,320.915,23.0,53.3,61.8,83.78
2028,10.135,catheter,tip2,Measured,170.205,147.227,378.529,29.0,80.2,64.1,103.164
2028,10.135,catheter,tip3,Virtual,187.95,329.548,145.405,-16.3,-23.4,-18.8,40.925
2028,10.135,catheter,tip4,Measured,139.391,181.493,335.259,17.5,56.4,49.9,76.897
2029,10.14,skull,phantom1,Measured,338.106,351.683,182.772,1.8,-1.6,-1.9,2.212
2029,10.14,skull,phantom2,Measured,301.684,412.105,148.937,0.9,-1.0,-1.6,2.709
2029,10.14,skull,phantom3,Measured,351.383,346.35,90.698,0.1,-2.3,-1.5,2.696
2029,10.14,skull,phantom4,Measured,301.487,318.575,154.164,1.1,-0.7,-2.1,2.486
2029,10.14,catheter,tip1,Measured,173.68,162.626,321.291,34.0,49.5,61.2,81.942
2029,10.14,catheter,tip2,Measured,170.341,147.634,378.801,26.3,79.3,49.0,101.847
2029,10.14,catheter,tip3,Virtual,188.315,329.341,145.3,19.0,-6.6,-7.2,33.968
2029,10.14,catheter,tip4,Measured,139.467,181.815,335.48,15.6,62.7,45.6,77.838
2030,10.145,skull,phantom1,Measured,338.112,351.686,182.765,0.9,0.5,-0.8,2.198
2030,10.145,skull,phantom2,Measured,301.685,412.102,148.919,1.6,-0.6,-2.7,2.703
2030,10.145,skull,phantom3,Measured,351.381,346.344,90.695,0.9,-0.6,-2.2,2.474
2030,10.145,skull,phantom4,Measured,301.503,318.572,154.153,2.6,0.2,-0.7,2.197
2030,10.145,catheter,tip1,Measured,173.755,162.941,321.527,12.6,55.5,49.3,75.013
2030,10.145,catheter,tip2,Measured,170.468,148.02,379.019,25.2,80.1,57.9,99.884
2030,10.145,catheter,tip3,Virtual,188.14,329.482,145.333,-28.0,-23.8,-28.3,49.224
2030,10.145,catheter,tip4,Measured,139.547,182.12,335.715,14.9,60.0,46.1,78.171
2031,10.15,skull,phantom1,Measured,338.115,351.688,182.764,1.3,1.5,-1.0,2.39
2031,10.15,skull,phantom2,Measured,301.7,412.099,148.91,2.4,1.1,1.0,2.439
2031,10.15,skull,phantom3,Measured,351.392,346.344,90.676,0.7,1.1,-1.8,2.061
2031,10.15,skull,phantom4,Measured,301.513,318.577,154.157,1.3,0.4,-0.4,2.031
2031,10.15,catheter,tip1,Measured,173.806,163.181,321.784,1.3,52.9,36.0,68.358
2031,10.15,catheter,tip2,Measured,170.593,148.435,379.38,21.8,81.2,55.6,98.116
2031,10.15,catheter,tip3,Virtual,188.035,329.103,145.017,-35.8,-47.6,-53.3,59.995
2031,10.15,catheter,tip4,Measured,139.616,182.415,335.941,15.8,61.6,45.7,77.047
2032,10.155,skull,phantom1,Measured,338.125,351.701,182.755,1.2,2.8,-2.0,2.816
2032,10.155,skull,phantom2,Measured,301.709,412.113,148.929,0.5,1.2,0.0,2.056
2032,10.155,skull,phantom3,Measured,351.388,346.355,90.677,0.8,1.0,-0.8,2.08
2032,10.155,skull,phantom4,Measured,301.516,318.576,154.149,0.5,1.4,-1.3,2.152
2032,10.155,catheter,tip1,Measured,173.768,163.47,321.887,2.9,55.3,35.5,67.335
2032,10.155,catheter,tip2,Measured,170.686,148.832,379.575,19.2,77.9,44.1,94.259
2032,10.155,catheter,tip3,Virtual,187.782,329.006,144.8,-43.6,-13.6,-28.2,54.31
2032,10.155,catheter,tip4,Measured,139.705,182.736,336.172,14.5,57.8,46.7,74.606
2033,10.16,skull,phantom1,Measured,338.127,351.716,182.744,1.9,0.7,-1.6,2.676
2033,10.16,skull,phantom2,Measured,301.705,412.111,148.91,0.7,1.2,-1.5,2.231
2033,10.16,skull,phantom3,Measured,351.4,346.354,90.668,1.6,-0.7,-1.8,2.065
2033,10.16,skull,phantom4,Measured,301.518,318.591,154.144,1.2,2.5,-1.3,2.251
2033,10.16,catheter,tip1,Measured,173.835,163.734,322.139,9.5,54.1,46.9,68.699
2033,10.16,catheter,tip2,Measured,170.785,149.214,379.821,16.6,74.1,49.1,91.482
2033,10.16,catheter,tip3,Virtual,187.599,328.967,144.735,-27.0,-3.8,-10.8,36.988
2033,10.16,catheter,tip4,Measured,139.761,182.993,336.408,10.6,53.3,43.8,72.09
2034,10.165,skull,phantom1,Measured,338.144,351.708,182.739,1.7,0.0,-0.6,2.163
2034,10.165,skull,phantom2,Measured,301.716,412.125,148.914,2.2,2.1,-1.4,2.843
2034,10.165,skull,phantom3,Measured,351.404,346.348,90.659,0.7,0.8,-1.9,2.25
