FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY
1694,8.465,catheter3_mid3,tip6,Measured,185.22,222.364,459.468,-50.0,38.9,41.4,73.411
1696,8.475,catheter3_mid3,tip5,Measured,222.505,254.424,425.812,-17.4,14.9,37.4,46.362
1697,8.48,skull,phantom2,Measured,392.668,394.777,178.241,0.9,0.5,-1.0,1.078
1698,8.485,catheter3_mid3,tip3,Measured,234.36,301.599,429.146,-2.5,8.2,22.2,25.237
1698,8.485,catheter3_mid3,tip4,Measured,187.489,277.895,427.332,-5.0,9.7,24.4,28.655
1699,8.49,skull,phantom1,Measured,420.137,335.966,221.664,0.4,0.3,-1.0,1.483
1701,8.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1701,8.5,skull,phantom1,Measured,420.127,335.965,221.646,-0.2,0.6,0.4,1.179
1701,8.5,skull,phantom2,Measured,392.67,394.761,178.246,-0.1,0.4,-1.1,0.86
1701,8.5,skull,phantom3,Measured,452.7,325.771,134.463,-0.4,0.7,-0.8,1.016
1701,8.5,skull,phantom4,Measured,390.225,301.467,187.413,0.1,-0.8,0.0,0.813
1701,8.5,catheter3_mid3,tip1,Measured,238.147,302.626,444.732,6.5,12.4,12.0,20.348
1701,8.5,catheter3_mid3,tip2,Measured,305.201,407.981,412.677,0.9,-0.5,7.4,7.275
1701,8.5,catheter3_mid3,tip3,Measured,234.275,301.495,429.687,-5.8,-11.6,43.2,46.565
1701,8.5,catheter3_mid3,tip4,Measured,187.524,277.869,427.753,9.6,-7.8,29.1,30.796
1701,8.5,catheter3_mid3,tip5,Measured,222.408,254.489,426.91,12.0,-4.3,35.4,38.444
1701,8.5,catheter3_mid3,tip6,Measured,184.617,223.148,461.108,11.4,2.9,41.9,43.855
1701,8.5,catheter3_mid3,tip7,Mixed,341.339,464.026,385.818,3.8,-5.0,4.6,8.12
1702,8.505,catheter3_mid3,tip2,Measured,305.206,407.986,412.722,3.0,0.5,7.1,7.323
1704,8.515,skull,phantom3,Measured,452.691,325.773,134.476,0.0,-0.2,0.5,0.842
1704,8.515,catheter3_mid3,tip7,Mixed,341.394,463.949,385.851,3.3,-5.2,-1.4,8.686
1705,8.52,skull,phantom4,Measured,390.225,301.483,187.416,-1.0,-0.4,0.1,0.724
1706,8.525,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1711,8.55,catheter3_mid3,tip7,Mixed,341.622,463.577,385.497,5.3,-5.8,-13.8,12.756
1712,8.555,skull,phantom2,Measured,392.678,394.763,178.257,-0.1,-0.3,-0.1,0.848
1712,8.555,catheter3_mid3,tip1,Measured,238.37,302.653,445.672,-0.7,8.0,5.7,9.964
1712,8.555,catheter3_mid3,tip4,Measured,188.402,277.033,428.043,7.4,-3.7,-7.6,14.503
1712,8.555,catheter3_mid3,tip6,Measured,185.619,222.831,462.071,-0.3,5.3,1.1,6.84
1714,8.565,catheter3_mid3,tip3,Measured,234.777,301.471,430.593,-1.9,7.6,5.4,8.71
1714,8.565,catheter3_mid3,tip5,Measured,223.641,254.164,428.301,2.0,7.1,13.8,17.538
1715,8.57,skull,phantom4,Measured,390.225,301.496,187.411,0.0,0.8,-0.5,1.192
1717,8.58,skull,phantom3,Measured,452.683,325.785,134.455,-0.3,0.9,-1.3,1.037
1717,8.58,catheter3_mid3,tip2,Measured,305.445,408.107,412.893,0.7,-0.7,-1.0,3.476
1720,8.595,skull,phantom1,Measured,420.144,335.954,221.657,-0.7,0.2,-0.6,1.122
1721,8.6,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1726,8.625,skull,phantom1,Measured,420.126,335.964,221.643,-0.7,0.8,-0.1,1.381
1731,8.65,skull,phantom4,Measured,390.227,301.474,187.415,-0.3,-0.3,0.1,0.43
1732,8.655,skull,phantom2,Measured,392.668,394.778,178.239,0.0,-1.0,1.0,1.448
1732,8.655,catheter3_mid3,tip3,Measured,233.308,303.402,431.562,-12.9,22.1,12.2,29.595
1733,8.66,skull,phantom3,Measured,452.681,325.764,134.44,-1.1,0.0,0.3,1.803
1733,8.66,catheter3_mid3,tip1,Measured,236.692,305.048,446.767,-8.0,24.2,8.2,26.839
1733,8.66,catheter3_mid3,tip4,Measured,186.384,280.134,429.051,-14.5,30.9,13.8,38.085
1733,8.66,catheter3_mid3,tip6,Measured,181.921,226.876,464.548,-28.5,40.9,27.5,52.958
1733,8.66,catheter3_mid3,tip7,Mixed,342.699,463.442,384.27,12.7,-1.2,-15.0,19.643
1734,8.665,catheter3_mid3,tip2,Measured,306.017,408.368,412.183,9.8,5.4,-10.0,13.944
1734,8.665,catheter3_mid3,tip5,Measured,220.897,256.534,430.438,-17.5,20.7,11.7,28.741
1735,8.67,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1739,8.69,skull,phantom3,Measured,452.684,325.787,134.46,0.6,1.7,0.6,1.237
1739,8.69,skull,phantom4,Measured,390.227,301.491,187.41,0.5,-0.1,0.3,1.039
1739,8.69,catheter3_mid3,tip1,Measured,236.737,305.364,447.031,5.4,-0.4,8.9,10.856
1739,8.69,catheter3_mid3,tip3,Measured,233.205,303.83,431.873,2.6,-1.8,8.7,10.293
1739,8.69,catheter3_mid3,tip4,Measured,186.219,280.649,429.65,5.6,-3.5,16.1,19.358
1740,8.695,catheter3_mid3,tip7,Mixed,342.98,463.222,384.01,1.1,-6.2,-0.1,9.346
1742,8.705,catheter3_mid3,tip2,Measured,306.2,408.157,411.998,1.2,-8.8,1.7,9.906
1744,8.715,skull,phantom2,Measured,392.673,394.749,178.245,0.6,-1.4,-0.6,1.235
1745,8.72,skull,phantom1,Measured,420.125,335.962,221.657,0.0,-0.8,0.4,0.964
1749,8.74,catheter3_mid3,tip5,Measured,221.408,256.281,431.821,7.4,-2.0,14.9,18.274
1749,8.74,catheter3_mid3,tip6,Measured,182.444,226.972,466.269,6.7,0.2,17.5,19.555
1750,8.745,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1751,8.75,catheter3_mid3,tip4,Measured,186.769,279.912,430.411,2.0,0.1,13.7,16.439
1752,8.755,skull,phantom1,Measured,420.133,335.959,221.645,-1.3,0.1,-0.5,1.399
1752,8.755,skull,phantom3,Measured,452.695,325.756,134.46,0.7,1.0,1.0,0.939
1758,8.785,catheter3_mid3,tip2,Measured,306.608,407.791,412.431,10.8,-18.7,9.4,20.093
1760,8.795,skull,phantom4,Measured,390.227,301.483,187.404,0.8,0.1,0.0,1.11
1762,8.805,skull,phantom2,Measured,392.663,394.75,178.266,0.4,0.0,0.4,0.689
1763,8.81,catheter3_mid3,tip3,Measured,233.192,303.558,434.134,3.6,1.3,11.7,26.213
1763,8.81,catheter3_mid3,tip5,Measured,220.709,256.578,433.681,-13.2,-9.4,52.9,52.465
1764,8.815,catheter3_mid3,tip1,Measured,236.674,305.419,449.21,-14.5,-8.6,42.3,39.339
1764,8.815,catheter3_mid3,tip6,Measured,181.194,228.16,468.577,-22.9,15.5,46.7,56.618
1764,8.815,catheter3_mid3,tip7,Mixed,343.994,461.762,384.382,19.6,-35.0,11.5,41.293
1765,8.82,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1771,8.85,catheter3_mid3,tip4,Measured,186.183,280.337,432.725,11.5,-5.5,15.9,23.49
1772,8.855,skull,phantom1,Measured,420.145,335.97,221.658,-0.8,0.6,-0.1,1.321
1772,8.855,skull,phantom2,Measured,392.663,394.759,178.243,-1.4,1.1,-1.4,1.77
1777,8.88,skull,phantom3,Measured,452.701,325.783,134.466,-0.4,-0.3,0.5,0.854
1777,8.88,skull,phantom4,Measured,390.228,301.488,187.409,0.3,0.7,1.0,0.974
1777,8.88,catheter3_mid3,tip2,Measured,307.626,406.175,412.821,12.1,-27.4,-2.0,27.655
1778,8.885,catheter3_mid3,tip7,Mixed,344.782,460.026,383.846,7.1,-34.8,-6.1,39.199
1779,8.89,catheter3_mid3,tip1,Measured,237.516,304.26,450.057,10.5,-27.7,11.4,31.474
1779,8.89,catheter3_mid3,tip3,Measured,233.988,302.48,434.921,11.0,-30.0,11.8,34.366
1779,8.89,catheter3_mid3,tip5,Measured,221.488,255.367,434.843,18.3,-35.7,18.9,42.015
1779,8.89,catheter3_mid3,tip6,Measured,182.291,226.856,469.72,27.1,-36.4,21.2,49.745
1780,8.895,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1783,8.91,skull,phantom1,Measured,420.143,335.954,221.668,1.0,0.3,-1.7,1.334
1784,8.915,skull,phantom2,Measured,392.673,394.745,178.266,0.0,0.5,-1.0,1.855
1784,8.915,skull,phantom3,Measured,452.688,325.76,134.485,1.0,0.2,-0.1,1.319
1786,8.925,catheter3_mid3,tip4,Measured,186.688,278.348,434.112,-25.9,-8.8,21.6,39.077
1788,8.935,skull,phantom4,Measured,390.225,301.454,187.406,0.5,-0.5,-0.5,1.153
1788,8.935,catheter3_mid3,tip1,Measured,237.184,302.994,450.755,-32.3,-22.6,10.3,39.743
1788,8.935,catheter3_mid3,tip6,Measured,181.68,225.968,471.179,-65.8,5.8,21.7,70.405
1789,8.94,catheter3_mid3,tip5,Measured,220.438,254.114,435.869,-57.3,-12.3,16.9,61.755
1791,8.95,catheter3_mid3,tip3,Measured,232.883,300.803,436.009,-56.1,-35.1,25.4,60.523
1791,8.95,catheter3_mid3,tip7,Mixed,346.082,456.737,384.675,26.9,-63.3,30.4,75.367
1793,8.96,catheter3_mid3,tip2,Measured,308.08,402.62,413.426,7.7,-60.3,11.2,60.003
1794,8.965,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1799,8.99,skull,phantom2,Measured,392.665,394.771,178.263,-0.6,0.8,0.0,1.258
1799,8.99,skull,phantom4,Measured,390.228,301.491,187.402,-0.2,0.1,-0.1,1.292
1799,8.99,catheter3_mid3,tip2,Measured,308.189,400.872,414.087,-5.4,-64.6,13.3,65.626
1801,9.0,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1801,9.0,skull,phantom1,Measured,420.14,335.966,221.652,-1.0,1.3,-0.5,1.282
1801,9.0,skull,phantom2,Measured,392.671,394.765,178.243,0.6,-0.8,0.1,1.517
1801,9.0,skull,phantom3,Measured,452.714,325.788,134.493,-0.7,-0.1,0.6,1.617
1801,9.0,skull,phantom3,Measured,452.714,325.788,134.493,-0.7,-0.1,0.6,1.617
1801,9.0,skull,phantom4,Measured,390.225,301.482,187.413,-0.5,-0.4,-0.8,1.271
1801,9.0,catheter3_mid3,tip1,Measured,234.539,300.86,450.592,-27.7,-58.0,0.0,64.691
1801,9.0,catheter3_mid3,tip2,Measured,308.134,400.277,414.214,-6.8,-60.5,17.1,64.876
1801,9.0,catheter3_mid3,tip3,Measured,230.736,299.17,435.8,-29.3,-55.0,-1.5,62.532
1801,9.0,catheter3_mid3,tip4,Measured,182.869,278.093,433.743,-29.4,-39.5,-13.9,52.18
1801,9.0,catheter3_mid3,tip4,Measured,182.869,278.093,433.743,-29.4,-39.5,-13.9,52.18
1801,9.0,catheter3_mid3,tip5,Measured,216.309,252.801,435.113,-37.3,-48.4,-17.2,64.773
1801,9.0,catheter3_mid3,tip6,Measured,176.054,225.666,469.991,-45.7,-49.3,-31.4,74.783
1801,9.0,catheter3_mid3,tip7,Mixed,346.638,453.506,385.581,5.2,-74.0,25.0,76.798
1802,9.005,catheter3_mid3,tip1,Measured,234.418,300.548,450.581,-31.2,-65.5,15.4,72.362
1802,9.005,catheter3_mid3,tip5,Measured,216.14,252.52,435.059,-29.5,-53.8,-10.7,63.66
1802,9.005,catheter3_mid3,tip6,Measured,175.853,225.357,469.826,-34.6,-59.8,-24.2,72.965
1803,9.01,catheter3_mid3,tip3,Measured,230.59,298.689,435.645,-8.5,-50.0,-10.5,57.43
1807,9.03,catheter3_mid3,tip7,Mixed,346.885,451.193,386.581,7.4,-91.9,29.4,93.572
1808,9.035,skull,phantom1,Measured,420.138,335.963,221.642,0.5,-0.7,1.1,1.03
1809,9.04,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1811,9.05,skull,phantom4,Measured,390.225,301.462,187.402,0.1,-0.3,-1.0,1.132
1814,9.065,skull,phantom3,Measured,452.716,325.76,134.507,1.2,1.0,1.1,1.498
1816,9.075,catheter3_mid3,tip4,Measured,181.621,272.91,436.043,-36.2,-39.8,53.4,80.597
1816,9.075,catheter3_mid3,tip5,Measured,215.162,247.721,437.381,-50.3,-51.6,59.4,91.119
1816,9.075,catheter3_mid3,tip6,Measured,175.07,220.59,472.43,-52.3,-30.8,72.6,91.189
1817,9.08,catheter3_mid3,tip1,Measured,233.129,295.593,452.874,-37.8,-52.0,43.3,78.182
1817,9.08,catheter3_mid3,tip3,Measured,229.282,293.866,438.127,-39.9,-57.5,46.3,81.038
1819,9.09,catheter3_mid3,tip2,Measured,307.438,393.291,416.421,-12.4,-85.6,20.0,93.798
1820,9.095,skull,phantom1,Measured,420.129,335.954,221.641,0.4,-0.2,-0.9,1.162
1820,9.095,skull,phantom2,Measured,392.674,394.738,178.261,0.6,-0.3,-1.0,1.566
1823,9.11,catheter3_mid3,tip7,Mixed,347.326,443.353,388.431,6.2,-142.0,19.6,136.349
1824,9.115,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1825,9.12,skull,phantom2,Measured,392.673,394.766,178.241,-0.1,0.4,0.8,1.473
1825,9.12,skull,phantom4,Measured,390.223,301.475,187.414,0.0,0.9,0.4,1.244
1831,9.15,catheter3_mid3,tip2,Measured,306.341,386.621,417.751,-22.6,-113.9,16.0,119.769
1833,9.16,catheter3_mid3,tip7,Mixed,347.597,436.126,388.853,-0.7,-145.8,-11.1,144.258
1835,9.17,skull,phantom1,Measured,420.143,335.959,221.662,-0.2,0.4,0.3,1.336
1835,9.17,catheter3_mid3,tip3,Measured,222.512,288.579,440.58,-93.7,-67.6,50.7,110.211
1835,9.17,catheter3_mid3,tip6,Measured,163.629,218.557,475.584,-124.6,-17.4,52.6,136.282
1836,9.175,skull,phantom3,Measured,452.723,325.763,134.488,0.1,1.3,0.2,1.218
1836,9.175,catheter3_mid3,tip1,Measured,225.946,289.783,455.612,-75.0,-66.9,56.7,111.691
1836,9.175,catheter3_mid3,tip4,Measured,172.834,269.975,439.305,-95.7,-32.4,49.8,111.756
1836,9.175,catheter3_mid3,tip5,Measured,204.629,242.858,440.741,-108.7,-48.7,52.4,131.094
1838,9.185,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1848,9.235,skull,phantom4,Measured,390.233,301.522,187.388,4.0,5.0,-5.9,5.932
1849,9.24,skull,phantom1,Measured,420.107,335.951,221.701,0.3,0.6,0.4,0.988
1849,9.24,catheter3_mid3,tip1,Measured,220.224,285.296,459.009,-111.0,-60.5,-3.1,128.854
1849,9.24,catheter3_mid3,tip2,Measured,302.849,375.287,417.969,-45.1,-147.4,-18.4,156.549
1849,9.24,catheter3_mid3,tip4,Measured,166.134,266.976,443.961,-126.3,-38.8,40.0,139.622
1850,9.245,catheter3_mid3,tip3,Measured,215.447,283.319,444.254,-123.4,-76.3,23.1,136.647
1850,9.245,catheter3_mid3,tip5,Measured,196.449,238.504,445.915,-152.6,-55.8,25.5,165.115
1850,9.245,catheter3_mid3,tip6,Measured,154.643,216.807,482.637,-162.6,-15.4,39.5,167.787
1851,9.25,catheter3_mid3,tip7,Mixed,346.383,421.476,387.603,-19.0,-184.0,-28.1,184.767
1852,9.255,skull,phantom2,Measured,392.672,394.637,178.35,4.7,-8.1,8.6,12.799
1852,9.255,skull,phantom3,Measured,452.67,325.72,134.477,0.5,1.0,0.2,1.721
1853,9.26,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1853,9.26,skull,phantom1,Measured,420.109,335.9,221.675,-0.7,0.1,0.1,1.025
1853,9.26,skull,phantom4,Measured,390.218,301.464,187.361,-3.4,-4.9,4.3,5.154
1857,9.28,skull,phantom3,Measured,452.693,325.767,134.464,-1.3,-0.4,0.2,1.577
1862,9.305,catheter3_mid3,tip1,Measured,212.892,279.61,457.541,-102.9,-114.6,-28.7,155.856
1862,9.305,catheter3_mid3,tip3,Measured,208.733,278.349,442.533,-93.8,-101.6,-51.1,149.533
1862,9.305,catheter3_mid3,tip4,Measured,158.007,264.362,442.147,-108.3,-85.1,-40.4,142.054
1862,9.305,catheter3_mid3,tip5,Measured,187.467,234.637,443.637,-114.0,-94.9,-56.0,161.562
1862,9.305,catheter3_mid3,tip6,Measured,144.305,214.666,480.03,-129.1,-88.1,-60.8,167.606
1864,9.315,skull,phantom2,Measured,392.678,394.75,178.253,-1.4,0.7,-0.4,1.293
1866,9.325,catheter3_mid3,tip2,Measured,298.457,362.862,415.91,-58.7,-153.3,-26.1,169.667
1867,9.33,catheter3_mid3,tip7,Mixed,343.894,407.773,384.931,-41.1,-182.1,-26.0,187.158
1868,9.335,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1869,9.34,skull,phantom1,Measured,420.12,335.959,221.663,0.2,-0.1,1.4,1.273
1869,9.34,skull,phantom3,Measured,452.646,325.789,134.404,-0.9,0.6,-0.6,1.458
1874,9.365,catheter3_mid3,tip7,Mixed,342.211,401.624,383.42,-43.3,-156.0,-65.6,191.829
1875,9.37,catheter3_mid3,tip2,Measured,295.794,355.85,414.258,-45.8,-147.1,-51.5,163.556
1876,9.375,skull,phantom4,Measured,390.223,301.481,187.407,-0.2,0.8,0.9,0.731
1877,9.38,catheter3_mid3,tip6,Measured,138.23,206.617,480.748,-78.0,-65.9,24.7,110.016
1878,9.385,catheter3_mid3,tip4,Measured,151.353,256.07,443.124,-67.9,-53.1,44.8,104.931
1878,9.385,catheter3_mid3,tip5,Measured,180.126,225.677,443.149,-89.0,-80.0,11.3,123.273
1879,9.39,catheter3_mid3,tip1,Measured,206.776,269.483,456.45,-67.2,-91.1,-0.1,112.652
1879,9.39,catheter3_mid3,tip3,Measured,201.889,268.339,441.924,-72.6,-89.1,-1.1,117.872
1881,9.4,skull,phantom2,Measured,392.667,394.771,178.244,0.5,0.7,0.1,0.795
1882,9.405,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1886,9.425,catheter3_mid3,tip6,Measured,133.325,205.314,483.582,-142.7,8.0,87.6,167.135
1887,9.43,catheter3_mid3,tip4,Measured,146.818,254.349,445.288,-126.7,-8.8,65.3,139.194
1887,9.43,catheter3_mid3,tip5,Measured,174.476,222.776,444.776,-161.4,-38.3,44.1,171.256
1890,9.445,skull,phantom1,Measured,420.14,335.958,221.66,-0.1,-0.3,1.1,0.97
1891,9.45,catheter3_mid3,tip1,Measured,201.367,264.742,456.963,-94.0,-70.5,18.4,119.577
1891,9.45,catheter3_mid3,tip3,Measured,195.85,263.505,442.639,-107.0,-96.8,11.4,137.013
1893,9.46,skull,phantom4,Measured,390.223,301.467,187.405,-0.4,1.5,0.8,1.606
1893,9.46,catheter3_mid3,tip7,Mixed,338.524,381.94,372.827,-40.1,-226.1,-128.1,267.145
1894,9.465,catheter3_mid3,tip2,Measured,291.263,340.276,407.596,-49.3,-166.5,-67.5,189.724
1895,9.47,skull,phantom3,Measured,452.644,325.854,134.376,-0.7,1.4,-1.1,1.098
1896,9.475,skull,phantom2,Measured,392.669,394.783,178.253,-0.3,0.4,-0.7,0.907
1897,9.48,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1901,9.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1901,9.5,skull,phantom1,Measured,420.136,335.956,221.644,-0.1,1.3,-0.1,1.578
1901,9.5,skull,phantom2,Measured,392.669,394.754,178.261,0.3,2.3,0.2,1.586
1901,9.5,skull,phantom3,Measured,452.645,325.866,134.381,0.3,1.6,-0.3,1.492
1901,9.5,skull,phantom4,Measured,390.225,301.471,187.405,-0.4,0.9,0.2,1.226
1901,9.5,catheter3_mid3,tip1,Measured,196.846,262.25,457.714,-66.3,-33.6,2.6,79.775
1901,9.5,catheter3_mid3,tip2,Measured,289.2,334.842,404.991,-51.5,-147.0,-76.2,171.322
1901,9.5,catheter3_mid3,tip3,Measured,190.78,260.971,443.77,-77.4,-50.1,6.5,99.159
1901,9.5,catheter3_mid3,tip4,Measured,139.077,254.57,449.505,-87.5,3.2,62.9,111.618
1901,9.5,catheter3_mid3,tip5,Measured,164.269,220.937,448.219,-115.9,-18.4,55.9,131.56
1901,9.5,catheter3_mid3,tip6,Measured,123.372,207.352,489.937,-97.1,39.1,97.1,142.506
1901,9.5,catheter3_mid3,tip7,Mixed,336.875,373.571,367.931,-48.9,-185.7,-119.7,229.845
1905,9.52,catheter3_mid3,tip7,Mixed,335.732,369.931,365.44,-52.7,-170.3,-123.8,216.891
1906,9.525,skull,phantom4,Measured,390.221,301.487,187.41,0.4,0.0,0.6,1.435
1906,9.525,catheter3_mid3,tip2,Measured,287.854,331.574,402.92,-52.5,-122.9,-86.7,159.378
1907,9.53,skull,phantom2,Measured,392.672,394.772,178.242,-0.3,-0.4,0.3,0.9
1908,9.535,skull,phantom3,Measured,452.631,325.877,134.381,0.4,0.3,0.9,1.046
1908,9.535,catheter3_mid3,tip1,Measured,194.543,260.72,458.095,-50.3,-40.2,-8.0,66.67
1908,9.535,catheter3_mid3,tip3,Measured,187.867,259.559,444.254,-60.3,-47.5,-1.1,77.45
1909,9.54,catheter3_mid3,tip4,Measured,136.173,254.541,451.738,-53.7,-13.2,29.2,64.043
1910,9.545,skull,phantom1,Measured,420.111,335.959,221.634,-0.1,0.9,-1.0,1.783
1910,9.545,catheter3_mid3,tip5,Measured,159.886,220.007,450.268,-81.1,-28.1,29.7,83.932
1911,9.55,catheter3_mid3,tip6,Measured,119.949,208.352,493.86,-42.0,-4.6,50.6,65.444
1912,9.555,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1913,9.56,skull,phantom1,Measured,420.133,335.953,221.619,0.8,-1.5,0.4,1.548
1921,9.6,catheter3_mid3,tip3,Measured,183.654,255.186,441.839,-78.5,-81.7,-85.5,143.869
1921,9.6,catheter3_mid3,tip4,Measured,132.452,251.605,451.309,-77.5,-71.5,-72.9,128.565
1922,9.605,catheter3_mid3,tip1,Measured,190.389,255.997,454.903,-85.0,-88.4,-88.0,150.482
1922,9.605,catheter3_mid3,tip2,Measured,282.944,322.259,394.582,-74.9,-112.3,-111.7,174.67
1922,9.605,catheter3_mid3,tip5,Measured,155.285,216.26,448.84,-92.2,-75.6,-90.0,150.571
1922,9.605,catheter3_mid3,tip6,Measured,116.89,205.825,493.586,-88.2,-71.0,-83.2,142.206
1923,9.61,catheter3_mid3,tip7,Mixed,330.27,356.587,353.873,-69.4,-129.6,-119.5,189.277
1925,9.62,skull,phantom2,Measured,392.687,394.781,178.265,-0.2,1.1,0.7,1.678
1926,9.625,skull,phantom3,Measured,452.645,325.787,134.405,1.1,-0.8,1.1,3.681
1926,9.625,skull,phantom4,Measured,390.212,301.359,187.399,-2.1,-3.6,-3.2,5.326
1927,9.63,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1929,9.64,skull,phantom1,Measured,420.16,335.902,221.696,0.8,0.2,-0.4,0.969
1929,9.64,skull,phantom3,Measured,452.715,325.789,134.521,12.5,12.4,19.1,18.66
1929,9.64,skull,phantom4,Measured,390.198,301.264,187.393,11.7,-2.2,19.3,18.664
1929,9.64,catheter3_mid3,tip2,Measured,280.311,318.725,390.676,-75.7,-85.1,-119.8,167.972
1929,9.64,catheter3_mid3,tip7,Mixed,327.963,353.094,350.108,-84.0,-100.8,-134.7,188.312
1934,9.665,skull,phantom2,Measured,392.632,394.86,178.172,0.7,-1.2,2.4,1.983
1935,9.67,catheter3_mid3,tip1,Measured,184.095,251.492,447.495,-95.4,-52.0,-91.2,140.984
1935,9.67,catheter3_mid3,tip3,Measured,177.135,250.615,434.014,-99.8,-47.3,-92.4,142.484
1935,9.67,catheter3_mid3,tip5,Measured,148.26,212.526,440.712,-109.6,-37.3,-83.1,142.237
1936,9.675,catheter3_mid3,tip4,Measured,125.135,247.719,442.586,-97.0,-28.0,-62.8,119.774
1936,9.675,catheter3_mid3,tip6,Measured,108.666,202.287,484.597,-96.6,-16.3,-52.1,112.644
1941,9.7,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1941,9.7,skull,phantom4,Measured,390.244,301.388,187.46,0.6,0.7,-0.2,1.379
1946,9.725,catheter3_mid3,tip7,Mixed,320.52,343.314,337.696,-89.0,-107.2,-151.5,203.761
1947,9.73,skull,phantom1,Measured,420.083,336.053,221.576,-0.4,1.5,0.5,1.341
1947,9.73,skull,phantom2,Measured,392.634,394.727,178.122,1.1,-2.1,-1.7,3.874
1947,9.73,catheter3_mid3,tip2,Measured,272.597,310.798,379.556,-88.9,-79.7,-133.1,178.057
1950,9.745,skull,phantom3,Measured,452.753,326.044,134.56,-0.8,-0.1,-0.9,1.432
1951,9.75,catheter3_mid3,tip1,Measured,176.913,250.059,442.184,-94.1,-19.8,-107.1,143.977
1951,9.75,catheter3_mid3,tip3,Measured,169.453,248.832,429.112,-97.4,-19.1,-103.4,144.316
1951,9.75,catheter3_mid3,tip4,Measured,118.448,249.094,440.951,-92.8,17.9,-94.2,133.982
1951,9.75,catheter3_mid3,tip5,Measured,139.259,212.441,438.863,-114.9,2.7,-93.4,148.545
1952,9.755,catheter3_mid3,tip6,Measured,101.568,206.021,484.924,-116.3,20.3,-101.6,156.71
1956,9.775,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1957,9.78,skull,phantom1,Measured,420.052,335.997,221.547,1.1,0.6,0.0,1.414
1957,9.78,catheter3_mid3,tip3,Measured,166.39,247.621,425.025,-105.6,-60.3,-155.8,197.95
1957,9.78,catheter3_mid3,tip4,Measured,115.354,248.363,436.631,-109.8,-57.3,-181.4,218.74
1957,9.78,catheter3_mid3,tip5,Measured,135.832,211.56,434.75,-111.4,-59.7,-170.2,213.143
1959,9.79,catheter3_mid3,tip1,Measured,172.753,248.188,436.509,-109.5,-71.6,-161.2,206.7
1959,9.79,catheter3_mid3,tip6,Measured,97.189,204.684,479.162,-128.9,-78.7,-201.8,251.595
1963,9.81,catheter3_mid3,tip7,Mixed,313.293,335.052,324.403,-93.1,-78.6,-143.0,189.894
1965,9.82,skull,phantom2,Measured,392.666,394.85,178.164,-1.6,-0.4,-0.8,1.765
1966,9.825,catheter3_mid3,tip2,Measured,264.512,303.251,365.899,-84.3,-71.6,-140.5,180.242
1968,9.835,skull,phantom3,Measured,452.74,325.987,134.543,-0.2,-0.6,0.6,0.726
1968,9.835,skull,phantom4,Measured,390.225,301.372,187.458,0.1,0.1,0.8,1.758
1971,9.85,skull,midpoint,calculated,391.053,333.058,184.309,,,,
1973,9.86,skull,phantom4,Measured,390.228,301.48,187.452,0.7,0.5,-1.2,1.397
1976,9.875,catheter3_mid3,tip5,Measured,127.586,205.88,421.3,-64.4,-30.9,-75.5,104.64
1977,9.88,skull,phantom1,Measured,420.062,336.002,221.629,-0.2,-0.2,-1.1,5.044
1978,9.885,catheter3_mid3,tip1,Measured,165.402,242.314,424.032,-66.4,-33.2,-93.9,120.28
1978,9.885,catheter3_mid3,tip3,Measured,157.622,241.478,411.12,-72.2,-26.3,-94.2,121.641
1978,9.885,catheter3_mid3,tip4,Measured,106.743,242.425,423.79,-67.3,-19.8,-63.4,92.103
1978,9.885,catheter3_mid3,tip6,Measured,90.465,198.723,467.66,-50.4,-7.9,-52.0,71.893
1979,9.89,skull,phantom2,Measured,392.666,394.83,178.182,0.5,-1.1,-0.4,1.046
1979,9.89,skull,phantom3,Measured,452.731,326.101,134.519,-1.0,-1.3,0.1,1.373
1979,9.89,catheter3_mid3,tip7,Mixed,306.606,329.608,312.38,-76.1,-76.0,-140.3,177.911
1980,9.895,catheter3_mid3,tip2,Measured,258.931,299.087,355.982,-65.9,-65.4,-111.4,158.378
1985,9.92,skull,midpoint,calculated,391.053,333.058,184.309,,,,
