FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY,ANGLEXY,ANGLEXZ,ANGLEYZ
1699,8.49,catheter3_mid3,tip5,Measured,193.475,486.201,321.015,-14.0,-5.0,10.5,31.545,355.34,6.528,317.386
1699,8.49,catheter3_mid3,tip7,Virtual,291.452,344.42,148.876,-0.8,-0.7,-3.4,10.959,262.8,209.511,257.379
1700,8.495,catheter3_mid3,tip2,Measured,270.997,380.653,206.723,-2.9,-11.1,2.6,11.609,180.767,311.409,311.409
1701,8.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1701,8.5,skull,phantom1,Measured,420.519,336.387,221.325,0.8,1.7,0.8,2.199,129.792,325.912,24.415
1701,8.5,skull,phantom2,Measured,391.04,394.974,178.75,0.0,1.3,-0.7,2.665,347.411,308.483,313.948
1701,8.5,skull,phantom3,Measured,452.299,328.231,133.705,0.1,1.6,0.2,1.916,196.274,238.605,194.096
1701,8.5,skull,phantom4,Measured,391.058,301.497,187.143,0.3,2.4,0.2,7.263,338.762,214.915,287.202
1701,8.5,catheter3_mid3,tip1,Measured,232.362,457.289,304.111,4.3,-21.1,7.5,21.923,3.171,73.695,291.099
1701,8.5,catheter3_mid3,tip2,Measured,270.969,380.625,206.684,-2.9,-12.0,0.0,11.881,270.149,258.57,266.401
1701,8.5,catheter3_mid3,tip3,Measured,228.682,467.456,292.777,3.0,-19.6,7.6,20.703,203.738,210.96,290.945
1701,8.5,catheter3_mid3,tip4,Measured,220.58,514.561,308.311,16.7,-16.3,13.5,28.538,283.105,241.187,165.449
1701,8.5,catheter3_mid3,tip5,Measured,193.507,485.667,321.384,20.6,-36.3,19.2,46.352,254.292,254.646,184.86
1701,8.5,catheter3_mid3,tip6,Measured,202.138,520.506,369.119,21.4,-16.6,14.6,33.266,290.612,251.496,342.887
1701,8.5,catheter3_mid3,tip7,Virtual,291.292,344.4,148.746,-14.4,-13.0,-6.6,20.6,113.222,264.667,265.634
1702,8.505,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1703,8.51,skull,phantom3,Measured,452.313,328.208,133.756,0.6,1.5,0.5,1.968,152.504,19.203,281.836
1704,8.515,skull,phantom1,Measured,420.538,336.362,221.37,-0.4,3.9,-0.3,3.574,313.706,309.198,249.548
1707,8.53,skull,phantom2,Measured,391.046,394.893,178.803,-0.2,1.8,-0.9,3.072,297.285,253.327,192.589
1709,8.54,skull,phantom4,Measured,391.057,301.545,187.129,-1.9,3.0,0.6,3.203,156.747,296.529,300.377
1710,8.545,catheter3_mid3,tip2,Measured,270.71,379.812,206.633,-8.7,-14.6,-1.3,16.414,114.469,254.774,259.699
1710,8.545,catheter3_mid3,tip4,Measured,222.43,514.145,309.173,12.1,-44.5,-9.1,55.076,264.995,91.794,337.618
1711,8.55,catheter3_mid3,tip1,Measured,232.629,456.178,304.503,-4.8,-23.5,11.3,28.157,32.64,316.626,290.281
1711,8.55,catheter3_mid3,tip5,Measured,194.374,485.899,321.611,-0.7,-26.5,20.8,29.883,43.232,320.849,292.036
1711,8.55,catheter3_mid3,tip6,Measured,203.777,519.94,369.631,8.1,-27.9,16.4,36.275,206.33,328.123,297.667
1711,8.55,catheter3_mid3,tip7,Virtual,290.43,343.348,148.666,-15.7,-17.2,-6.8,19.92,333.921,242.435,32.154
1712,8.555,catheter3_mid3,tip3,Measured,229.193,466.289,293.186,-4.6,-22.0,12.0,28.588,117.891,323.754,297.736
1713,8.56,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1715,8.57,catheter3_mid3,tip4,Measured,222.443,513.411,309.81,-26.0,-42.8,29.9,58.072,46.484,323.869,306.863
1717,8.58,skull,phantom2,Measured,391.055,394.889,178.749,-0.3,1.6,-1.1,2.515,248.427,354.599,341.627
1718,8.585,catheter3_mid3,tip7,Virtual,290.33,343.432,148.307,0.7,11.7,-14.5,19.935,67.668,300.728,326.535
1719,8.59,skull,phantom1,Measured,420.518,336.397,221.382,-2.4,3.9,1.4,3.799,131.966,245.514,242.186
1720,8.595,skull,phantom3,Measured,452.326,328.1,133.778,-1.6,1.4,1.6,2.334,286.909,180.269,177.424
1721,8.6,catheter3_mid3,tip2,Measured,270.171,379.025,206.493,-11.7,-14.7,1.1,19.886,317.923,280.881,274.406
1723,8.61,skull,phantom4,Measured,391.054,301.465,187.168,-0.6,1.9,0.0,2.358,211.938,345.995,237.562
1723,8.61,catheter3_mid3,tip1,Measured,231.228,453.365,305.46,-34.0,-54.9,20.5,68.176,242.6,110.279,303.866
1723,8.61,catheter3_mid3,tip3,Measured,227.769,463.909,294.259,-31.4,-48.8,24.9,65.309,297.571,313.078,306.269
1723,8.61,catheter3_mid3,tip5,Measured,192.51,482.214,322.964,-48.4,-82.3,34.9,97.032,232.15,154.441,304.751
1723,8.61,catheter3_mid3,tip6,Measured,201.275,515.532,371.614,-65.7,-92.3,45.1,121.971,315.914,180.558,305.314
1724,8.615,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1725,8.62,skull,phantom4,Measured,391.056,301.498,187.185,0.9,2.7,0.7,2.665,170.081,103.689,223.495
1726,8.625,skull,phantom3,Measured,452.319,328.124,133.727,0.2,1.7,-1.5,2.137,269.7,171.159,289.839
1727,8.63,skull,phantom2,Measured,391.042,394.966,178.68,2.4,2.4,-0.3,5.149,180.0,180.0,278.071
1728,8.635,catheter3_mid3,tip7,Virtual,290.702,344.146,147.751,-5.7,-1.4,-15.0,18.954,211.932,243.301,234.83
1729,8.64,skull,phantom1,Measured,420.496,336.426,221.304,-1.0,3.3,-1.5,3.715,225.532,200.691,33.269
1730,8.645,catheter3_mid3,tip4,Measured,219.004,508.872,312.405,-11.5,-35.2,37.2,61.393,289.251,227.985,127.033
1731,8.65,catheter3_mid3,tip1,Measured,230.709,451.503,306.454,15.8,-27.3,23.9,41.745,302.601,234.75,13.74
1731,8.65,catheter3_mid3,tip3,Measured,227.088,462.075,295.294,9.5,-27.1,22.7,38.882,304.58,227.002,51.303
1731,8.65,catheter3_mid3,tip6,Measured,200.024,512.447,373.318,21.0,-45.8,43.6,66.612,282.968,240.656,177.748
1732,8.655,catheter3_mid3,tip5,Measured,191.738,479.338,324.532,26.3,-34.2,40.5,54.317,274.814,232.172,316.177
1733,8.66,catheter3_mid3,tip2,Measured,269.798,378.113,206.563,3.6,-6.8,2.6,9.775,17.922,181.469,345.286
1735,8.67,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1735,8.67,skull,phantom1,Measured,420.546,336.459,221.348,-1.7,4.6,2.4,7.345,255.709,284.291,359.233
1735,8.67,skull,phantom2,Measured,391.042,394.998,178.631,-1.1,4.3,-1.2,5.006,189.782,302.547,283.776
1735,8.67,skull,phantom4,Measured,391.059,301.52,187.2,-1.2,5.2,1.6,4.981,222.687,242.852,308.631
1738,8.685,catheter3_mid3,tip2,Measured,270.076,377.812,206.84,9.7,-2.6,0.1,13.54,324.863,264.07,277.785
1740,8.695,skull,phantom3,Measured,452.341,328.055,133.75,-0.6,2.7,0.4,2.629,295.659,196.138,281.628
1743,8.71,catheter3_mid3,tip1,Measured,233.396,450.113,307.936,45.9,-27.8,25.2,58.785,100.409,197.863,318.614
1743,8.71,catheter3_mid3,tip5,Measured,195.15,479.052,326.523,62.9,-11.4,36.3,83.731,183.04,348.194,327.806
1743,8.71,catheter3_mid3,tip6,Measured,205.029,511.333,375.687,82.9,-30.6,44.0,97.881,231.101,81.93,322.691
1744,8.715,catheter3_mid3,tip4,Measured,223.178,507.519,315.046,72.5,-30.4,48.3,88.873,285.184,280.262,338.15
1745,8.72,catheter3_mid3,tip3,Measured,230.075,460.453,297.217,44.0,-32.6,27.2,60.536,210.772,344.075,329.531
1745,8.72,catheter3_mid3,tip7,Virtual,289.615,343.285,147.277,0.0,-10.7,-11.9,15.812,151.441,318.107,311.187
1746,8.725,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1746,8.725,skull,phantom1,Measured,420.501,336.448,221.359,-0.7,0.9,-0.1,1.635,203.233,342.438,355.881
1746,8.725,skull,phantom2,Measured,391.05,394.909,178.652,-1.0,-0.5,0.4,1.281,258.141,9.833,252.869
1747,8.73,catheter3_mid3,tip2,Measured,270.842,377.227,206.919,16.4,-8.9,5.1,18.817,287.702,274.831,253.479
1748,8.735,skull,phantom3,Measured,452.36,328.047,133.827,-1.5,-0.7,0.8,1.601,180.0,180.0,260.251
1755,8.77,catheter3_mid3,tip7,Virtual,290.643,344.437,146.559,27.3,16.7,-22.4,40.761,234.74,301.748,234.28
1756,8.775,skull,phantom4,Measured,391.06,301.461,187.235,-1.0,3.8,1.3,4.217,334.012,202.462,226.443
1756,8.775,catheter3_mid3,tip1,Measured,235.457,447.478,309.79,30.1,-36.5,23.5,51.532,313.682,245.116,311.689
1756,8.775,catheter3_mid3,tip3,Measured,231.343,458.289,298.958,14.5,-38.3,18.6,42.605,321.332,239.97,314.542
1756,8.775,catheter3_mid3,tip4,Measured,224.104,504.37,317.791,4.6,-81.4,10.4,78.152,57.629,153.154,346.607
1756,8.775,catheter3_mid3,tip5,Measured,196.995,475.079,329.661,22.8,-62.6,39.0,75.975,359.233,217.429,322.571
1756,8.775,catheter3_mid3,tip6,Measured,206.889,506.599,379.207,16.5,-76.4,50.1,94.804,21.43,211.507,320.877
1757,8.78,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1759,8.79,skull,phantom1,Measured,420.476,336.505,221.303,-0.9,5.3,-0.2,5.988,227.664,230.802,191.076
1762,8.805,skull,phantom2,Measured,391.034,394.956,178.518,-0.1,6.4,-1.8,5.824,298.274,40.969,125.017
1762,8.805,skull,phantom4,Measured,391.061,301.501,187.261,-1.0,5.7,1.3,5.852,278.789,278.789,180.767
1762,8.805,catheter3_mid3,tip3,Measured,232.59,457.378,299.56,61.0,-22.0,23.5,70.567,289.802,243.553,116.086
1762,8.805,catheter3_mid3,tip4,Measured,225.131,503.137,318.936,76.8,-30.6,54.4,100.262,282.55,241.897,175.286
1762,8.805,catheter3_mid3,tip6,Measured,208.485,504.85,380.477,91.5,-28.1,32.9,104.472,284.875,245.089,41.14
1763,8.81,catheter3_mid3,tip1,Measured,237.224,446.327,310.514,70.9,-17.8,31.2,78.69,292.133,243.818,42.53
1763,8.81,catheter3_mid3,tip5,Measured,198.711,473.363,330.935,81.8,-19.8,40.7,94.165,280.806,235.715,255.43
1764,8.815,catheter3_mid3,tip2,Measured,272.851,376.625,206.75,32.9,-7.5,-2.8,29.49,316.551,247.828,304.434
1764,8.815,catheter3_mid3,tip7,Virtual,291.214,344.752,145.745,-1.2,-5.2,-9.9,21.671,341.929,258.784,265.051
1767,8.83,skull,phantom3,Measured,452.36,327.958,133.812,1.5,1.7,-2.0,2.529,302.512,151.542,250.433
1768,8.835,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1768,8.835,skull,phantom2,Measured,391.044,394.92,178.475,3.0,1.5,-0.8,3.116,35.194,205.808,244.341
1772,8.855,catheter3_mid3,tip3,Measured,236.602,456.043,301.295,84.7,-48.0,58.1,110.258,322.015,216.985,1.81
1774,8.865,catheter3_mid3,tip4,Measured,231.633,501.735,321.901,71.3,-64.5,29.1,107.959,358.359,174.829,6.176
1775,8.87,catheter3_mid3,tip1,Measured,242.058,444.545,312.586,68.1,-50.7,36.5,88.254,150.696,193.823,298.296
1775,8.87,catheter3_mid3,tip2,Measured,274.365,375.592,207.309,30.9,-27.1,18.1,42.914,296.709,267.665,275.365
1775,8.87,catheter3_mid3,tip6,Measured,216.768,502.746,383.874,108.8,-64.1,67.1,149.057,51.944,189.139,329.455
1775,8.87,catheter3_mid3,tip7,Virtual,290.795,343.812,145.664,1.2,-13.8,1.1,22.295,160.679,26.349,3.941
1777,8.88,catheter3_mid3,tip5,Measured,205.352,472.125,334.516,64.9,-66.3,56.3,115.856,65.107,344.977,302.057
1778,8.885,skull,phantom1,Measured,420.531,336.54,221.336,1.2,0.4,-0.9,5.514,244.839,280.715,175.645
1778,8.885,skull,phantom3,Measured,452.329,327.974,133.767,1.2,-1.3,-1.1,1.936,340.968,92.501,206.93
1778,8.885,skull,phantom4,Measured,391.049,301.518,187.278,1.4,-0.4,0.2,1.941,198.321,270.0,270.0
1779,8.89,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1779,8.89,catheter3_mid3,tip3,Measured,238.816,454.411,302.948,43.2,-53.2,35.2,77.782,240.344,292.919,303.297
1780,8.895,catheter3_mid3,tip6,Measured,218.542,500.64,385.567,34.3,-97.1,60.8,119.462,0.404,195.987,298.471
1781,8.9,catheter3_mid3,tip4,Measured,233.641,499.736,323.967,26.3,-62.6,57.9,95.58,11.395,313.033,306.394
1781,8.9,catheter3_mid3,tip7,Virtual,291.272,344.331,145.133,39.3,14.3,-11.9,47.389,260.586,281.01,43.662
1787,8.93,skull,phantom3,Measured,452.313,327.938,133.737,1.1,-1.4,-1.3,1.976,98.245,71.38,20.085
1788,8.935,skull,phantom4,Measured,391.046,301.475,187.278,0.5,-0.6,-1.2,2.228,180.0,180.0,226.294
1788,8.935,catheter3_mid3,tip1,Measured,243.894,440.839,314.286,36.8,-39.2,27.8,57.908,77.178,231.135,299.86
1789,8.94,skull,phantom1,Measured,420.502,336.528,221.286,0.3,1.2,-0.4,1.793,283.622,29.896,250.161
1789,8.94,skull,phantom2,Measured,391.063,394.958,178.491,-1.0,1.0,-1.0,1.484,253.327,172.1,317.981
1789,8.94,catheter3_mid3,tip2,Measured,276.403,374.703,207.392,33.8,-5.7,-1.8,32.976,313.948,271.866,267.148
1789,8.94,catheter3_mid3,tip5,Measured,206.476,467.226,337.015,9.2,-60.8,26.8,71.338,11.559,210.68,297.587
1790,8.945,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1792,8.955,catheter3_mid3,tip3,Measured,240.051,451.121,304.68,31.7,-34.9,15.6,51.726,313.17,238.518,326.465
1792,8.955,catheter3_mid3,tip6,Measured,218.337,495.694,387.848,30.7,-47.3,26.2,65.95,301.955,240.723,346.593
1793,8.96,catheter3_mid3,tip4,Measured,233.438,496.124,326.011,38.8,-35.1,29.1,61.074,297.653,239.916,15.998
1794,8.965,catheter3_mid3,tip5,Measured,207.201,465.929,337.597,49.7,-36.1,35.5,69.692,289.202,234.053,279.296
1794,8.965,catheter3_mid3,tip7,Virtual,293.716,344.729,144.669,6.0,-9.7,-4.1,12.751,210.599,224.799,207.18
1795,8.97,skull,phantom3,Measured,452.328,327.916,133.761,0.0,2.1,1.5,2.615,273.702,234.999,194.005
1796,8.975,catheter3_mid3,tip1,Measured,245.253,439.153,315.096,39.3,-45.6,21.2,67.808,316.141,242.43,314.606
1796,8.975,catheter3_mid3,tip2,Measured,277.294,374.12,207.363,19.2,-17.6,3.8,26.845,313.476,258.549,277.381
1798,8.985,skull,phantom1,Measured,420.494,336.555,221.295,1.6,1.6,-0.9,2.532,312.801,257.379,304.469
1798,8.985,skull,phantom2,Measured,391.066,394.94,178.447,1.6,0.6,-0.3,2.357,211.006,217.516,261.833
1798,8.985,skull,phantom4,Measured,391.046,301.487,187.299,0.9,0.6,0.1,1.163,35.194,227.199,82.436
1801,9.0,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1801,9.0,skull,phantom1,Measured,420.492,336.55,221.282,0.8,-1.5,-1.6,3.002,24.953,177.424,238.699
1801,9.0,skull,phantom2,Measured,391.061,394.936,178.459,1.9,-2.1,0.6,2.474,337.457,226.562,10.446
1801,9.0,skull,phantom3,Measured,452.297,327.918,133.744,-0.3,-2.2,-1.8,2.863,155.585,191.286,67.66
1801,9.0,skull,phantom4,Measured,391.048,301.491,187.294,1.5,-2.3,-0.8,2.548,359.233,73.328,106.672
1801,9.0,catheter3_mid3,tip1,Measured,246.874,438.054,315.823,74.2,-51.9,33.6,94.333,327.472,236.479,315.644
1801,9.0,catheter3_mid3,tip2,Measured,277.659,373.558,207.435,15.7,-20.5,6.2,26.551,120.203,270.149,269.886
1801,9.0,catheter3_mid3,tip3,Measured,242.724,449.395,306.023,75.8,-47.3,37.3,96.449,309.734,232.092,352.536
1801,9.0,catheter3_mid3,tip4,Measured,237.014,494.516,327.74,113.5,-48.3,59.8,135.817,294.481,220.692,330.553
1801,9.0,catheter3_mid3,tip5,Measured,209.978,465.031,339.153,99.9,-40.4,63.5,121.109,308.018,219.053,77.194
1801,9.0,catheter3_mid3,tip6,Measured,222.738,493.455,389.927,145.7,-61.7,60.8,168.994,310.074,235.74,339.729
1801,9.0,catheter3_mid3,tip7,Virtual,293.192,344.308,144.319,-28.7,-10.9,-14.7,34.397,283.329,213.319,285.913
1806,9.025,catheter3_mid3,tip3,Measured,244.647,448.229,307.147,73.5,-61.6,47.2,102.561,274.225,117.872,318.218
1806,9.025,catheter3_mid3,tip4,Measured,239.654,493.45,329.616,74.7,-68.3,65.6,126.755,279.912,304.851,327.06
1807,9.03,skull,phantom3,Measured,452.307,327.936,133.722,0.5,-3.4,-0.8,3.715,227.199,232.188,283.617
1807,9.03,catheter3_mid3,tip1,Measured,248.986,436.392,316.941,58.1,-69.6,34.0,98.796,57.9,197.448,305.354
1807,9.03,catheter3_mid3,tip2,Measured,278.043,373.057,207.434,15.1,-18.4,1.4,23.488,309.09,260.698,285.784
1807,9.03,catheter3_mid3,tip5,Measured,212.716,463.427,341.143,73.1,-82.5,72.2,128.682,223.927,27.659,312.987
1807,9.03,catheter3_mid3,tip6,Measured,226.49,491.165,391.949,98.0,-107.8,80.0,157.543,244.88,151.927,310.088
1807,9.03,catheter3_mid3,tip7,Virtual,292.492,344.468,143.773,-16.6,11.6,-23.6,27.556,250.901,27.67,313.094
1809,9.04,skull,phantom1,Measured,420.5,336.516,221.265,0.7,-4.9,-0.5,5.272,351.494,186.568,15.362
1811,9.05,skull,phantom2,Measured,391.046,394.949,178.527,1.3,-4.2,1.7,3.559,153.818,229.069,231.371
1811,9.05,skull,phantom4,Measured,391.056,301.483,187.259,1.1,-3.8,1.1,3.964,169.957,231.995,3.555
1812,9.055,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1814,9.065,skull,phantom3,Measured,452.283,327.996,133.708,0.1,-1.0,1.1,1.241,38.777,252.518,326.108
1815,9.07,catheter3_mid3,tip7,Virtual,292.654,345.538,143.083,16.2,13.7,-13.3,25.609,254.489,293.122,25.094
1818,9.085,skull,phantom2,Measured,391.067,394.918,178.606,0.1,-0.9,1.9,1.887,359.233,357.952,182.048
1818,9.085,skull,phantom4,Measured,391.045,301.506,187.218,0.8,-0.3,-0.4,1.16,337.538,110.187,226.095
1818,9.085,catheter3_mid3,tip2,Measured,278.975,372.499,207.584,16.0,-7.6,-0.4,19.65,336.612,270.993,268.846
1820,9.095,skull,phantom1,Measured,420.512,336.461,221.324,-0.5,1.1,0.5,1.932,277.65,286.673,255.979
1820,9.095,catheter3_mid3,tip3,Measured,246.836,444.441,309.797,25.8,-38.0,27.5,51.844,332.894,243.997,302.208
1820,9.095,catheter3_mid3,tip4,Measured,241.089,488.696,333.34,22.0,-44.6,33.0,65.155,301.501,239.792,352.75
1820,9.095,catheter3_mid3,tip5,Measured,214.833,458.21,344.501,24.4,-51.3,24.8,61.179,308.03,238.804,335.335
1821,9.1,catheter3_mid3,tip1,Measured,251.403,432.447,319.122,28.0,-35.9,19.0,48.429,333.183,246.685,298.62
1821,9.1,catheter3_mid3,tip6,Measured,228.898,484.595,395.96,27.5,-48.6,23.1,62.968,304.26,247.693,317.185
1823,9.11,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1823,9.11,catheter3_mid3,tip7,Virtual,293.384,345.731,142.803,9.4,-13.2,-5.6,17.759,257.555,231.325,259.754
1824,9.115,skull,phantom3,Measured,452.329,327.943,133.784,0.3,2.9,1.0,2.666,350.896,196.435,350.526
1825,9.12,skull,phantom2,Measured,391.081,394.904,178.585,0.6,2.1,-1.8,3.353,191.139,220.955,295.761
1826,9.125,skull,phantom1,Measured,420.513,336.486,221.33,1.4,3.2,-0.5,3.151,270.0,246.361,180.0
1826,9.125,skull,phantom4,Measured,391.044,301.532,187.235,0.4,2.5,0.8,2.312,236.953,278.241,268.314
1831,9.15,catheter3_mid3,tip2,Measured,280.014,371.605,207.566,12.1,-11.7,3.1,16.623,217.975,243.225,280.534
1833,9.16,catheter3_mid3,tip1,Measured,253.279,430.882,319.847,27.5,-19.5,10.9,36.816,61.058,229.962,301.658
1833,9.16,catheter3_mid3,tip3,Measured,248.871,442.748,310.664,27.4,-21.8,16.1,37.819,57.071,207.549,317.361
1833,9.16,catheter3_mid3,tip4,Measured,244.061,487.202,334.782,10.6,-43.4,-2.3,47.319,235.66,197.737,290.661
1833,9.16,catheter3_mid3,tip5,Measured,217.316,456.755,345.739,39.6,-14.4,20.2,47.864,311.291,236.799,334.052
1833,9.16,catheter3_mid3,tip6,Measured,231.982,482.933,397.105,52.0,-22.7,18.6,59.643,339.71,228.536,319.207
1834,9.165,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1838,9.185,catheter3_mid3,tip5,Measured,218.011,456.321,346.104,15.9,-31.5,13.5,44.159,245.505,61.394,306.121
1838,9.185,catheter3_mid3,tip6,Measured,232.844,482.172,397.645,14.9,-41.3,27.6,52.155,251.659,115.087,304.883
1838,9.185,catheter3_mid3,tip7,Virtual,293.128,344.872,142.651,2.2,0.6,-6.0,6.432,47.69,209.794,317.157
1839,9.19,skull,phantom1,Measured,420.582,336.486,221.357,1.7,0.7,-1.4,6.295,273.512,201.036,341.679
1839,9.19,skull,phantom2,Measured,391.083,394.975,178.555,0.6,-0.1,0.0,1.714,332.478,297.999,274.786
1839,9.19,skull,phantom3,Measured,452.307,327.964,133.764,0.1,1.3,-0.9,1.376,292.379,205.282,251.927
1839,9.19,skull,phantom4,Measured,391.037,301.566,187.236,1.7,-1.0,-0.3,1.824,145.5,220.324,275.223
1839,9.19,catheter3_mid3,tip1,Measured,253.884,430.151,320.216,10.3,-34.0,14.6,38.373,281.597,143.965,297.345
1839,9.19,catheter3_mid3,tip2,Measured,280.197,371.165,207.646,1.1,-10.2,-1.0,11.94,188.218,114.376,288.756
1839,9.19,catheter3_mid3,tip3,Measured,249.448,442.056,311.142,12.3,-33.9,13.7,39.09,333.05,213.087,305.235
1840,9.195,catheter3_mid3,tip4,Measured,244.543,485.948,335.216,11.9,-37.4,30.0,56.229,307.463,270.484,334.191
1845,9.22,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1845,9.22,skull,phantom3,Measured,452.294,327.928,133.753,-0.7,2.2,1.1,2.097,248.184,216.912,242.194
1846,9.225,skull,phantom1,Measured,420.533,336.489,221.314,0.3,2.5,0.7,2.396,307.452,307.452,180.767
1847,9.23,skull,phantom2,Measured,391.072,394.915,178.56,-1.1,2.6,-0.5,2.496,294.224,227.199,271.902
1847,9.23,skull,phantom4,Measured,391.044,301.511,187.241,-0.7,1.4,-1.2,2.084,315.083,144.806,278.167
1848,9.235,catheter3_mid3,tip3,Measured,249.723,440.099,312.221,8.3,-46.6,33.7,57.986,249.514,60.723,317.402
1849,9.24,catheter3_mid3,tip1,Measured,254.129,427.793,321.266,16.9,-49.9,28.4,60.018,180.645,54.617,310.237
1849,9.24,catheter3_mid3,tip5,Measured,218.348,453.281,347.814,16.9,-52.8,41.2,74.888,152.194,250.772,334.007
1850,9.245,catheter3_mid3,tip6,Measured,233.305,477.97,399.943,30.1,-80.7,46.8,99.952,91.859,199.994,318.183
1851,9.25,catheter3_mid3,tip7,Virtual,292.754,345.312,142.348,-21.9,3.8,-4.6,23.924,248.089,269.707,269.199
1854,9.265,catheter3_mid3,tip2,Measured,279.881,369.869,208.056,-5.7,-20.0,10.1,23.333,296.599,66.469,297.72
1855,9.27,catheter3_mid3,tip4,Measured,245.617,481.952,338.581,-1.0,-73.0,24.5,83.26,332.663,161.5,122.131
1856,9.275,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1857,9.28,skull,phantom3,Measured,452.303,327.903,133.788,0.5,-0.2,-0.2,0.8,160.379,72.32,290.62
1860,9.295,skull,phantom1,Measured,420.514,336.5,221.325,-0.4,-1.4,-1.2,3.732,270.91,230.534,287.779
1860,9.295,skull,phantom2,Measured,391.082,394.911,178.535,0.2,0.6,-0.5,1.371,208.95,270.0,270.0
1860,9.295,skull,phantom4,Measured,391.038,301.515,187.253,-0.3,1.3,-0.1,1.104,27.323,220.07,276.949
1860,9.295,catheter3_mid3,tip4,Measured,246.547,481.18,339.59,-12.4,-53.4,-0.9,49.715,84.897,293.772,282.115
1861,9.3,catheter3_mid3,tip2,Measured,279.608,369.13,208.389,-11.6,-19.7,8.8,25.466,234.0,307.444,289.725
1862,9.305,catheter3_mid3,tip1,Measured,255.342,425.196,322.856,4.6,-24.6,13.3,29.027,317.274,6.481,295.732
1862,9.305,catheter3_mid3,tip3,Measured,250.724,437.298,314.157,2.1,-24.8,12.4,27.883,294.313,339.539,289.097
1862,9.305,catheter3_mid3,tip7,Virtual,291.188,344.74,142.34,-23.5,-18.9,2.9,32.831,291.91,4.971,292.24
1863,9.31,catheter3_mid3,tip6,Measured,236.016,474.539,402.342,8.2,-19.1,11.7,26.367,32.14,288.045,283.333
1865,9.32,catheter3_mid3,tip5,Measured,220.123,450.281,350.336,-4.1,-14.2,2.9,26.034,32.933,312.728,288.942
1867,9.33,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1868,9.335,skull,phantom1,Measured,420.577,336.499,221.363,-0.4,1.1,1.0,1.861,357.952,277.2,265.214
1868,9.335,skull,phantom2,Measured,391.085,394.97,178.535,-0.5,1.6,0.0,1.566,246.884,283.599,109.851
1868,9.335,skull,phantom3,Measured,452.316,327.958,133.769,-0.7,2.1,0.4,1.793,185.45,27.415,319.401
1868,9.335,skull,phantom4,Measured,391.037,301.573,187.246,-0.4,1.6,1.8,2.134,359.233,261.315,278.685
1871,9.35,catheter3_mid3,tip2,Measured,279.069,368.189,208.701,-8.2,-18.9,8.7,20.861,288.649,290.804,277.095
1874,9.365,catheter3_mid3,tip1,Measured,254.855,424.002,323.36,-5.4,-22.7,9.5,25.457,93.0,261.346,287.572
1874,9.365,catheter3_mid3,tip7,Virtual,290.723,343.449,142.818,-8.5,-16.6,3.7,20.595,186.585,256.285,255.828
1875,9.37,catheter3_mid3,tip5,Measured,219.402,448.834,350.798,-7.5,-34.6,11.9,38.548,283.689,153.11,298.677
1876,9.375,catheter3_mid3,tip3,Measured,250.158,435.747,314.656,-8.5,-29.5,17.5,34.067,249.845,263.874,294.977
1876,9.375,catheter3_mid3,tip6,Measured,235.095,473.31,402.623,-2.5,-35.2,9.8,37.058,311.273,271.958,297.668
1877,9.38,catheter3_mid3,tip4,Measured,245.446,479.102,340.023,-7.3,-32.1,11.2,36.285,232.721,236.949,309.731
1878,9.385,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
1880,9.395,skull,phantom1,Measured,420.561,336.523,221.365,-6.1,4.8,-3.5,6.789,250.625,192.402,286.161
1880,9.395,skull,phantom2,Measured,391.082,394.95,178.498,-1.2,0.8,-1.0,1.883,180.0,180.0,293.006
1880,9.395,skull,phantom4,Measured,391.038,301.572,187.265,0.1,1.6,-1.1,2.667,247.471,146.731,265.005
1881,9.4,skull,phantom3,Measured,452.311,327.906,133.806,-0.2,1.2,0.2,1.732,310.133,310.822,243.491
